町丁コード,区,町丁名,経度,緯度,総人口,リスク加重人口,最寄りAED距離_km,500m以内AED数
14134406102,高津区,諏訪二丁目,139.62946,35.605066,1915,12505.32,0.2926421989551088,3
14134406103,高津区,諏訪三丁目,139.625501,35.602445,3112,16837.14,0.06345194457514146,7
14134407001,高津区,北見方一丁目,139.62758,35.598407,2989,16858.5,0.32232618217400855,6
14134407002,高津区,北見方二丁目,139.630496,35.600727,6435,38711.17,0.22491331457166833,3
14134407003,高津区,北見方三丁目,139.63496,35.600196,1342,8028.34,0.2479716826481897,3
14134408001,高津区,下野毛一丁目,139.637834,35.599017,1221,9605.67,0.06423083190957495,5
14134408002,高津区,下野毛二丁目,139.635938,35.595606,985,5895.26,0.21413419293782227,10
14134408003,高津区,下野毛三丁目,139.639933,35.595467,1612,10398.08,0.04718603364069268,9
14134410001,高津区,坂戸一丁目,139.620785,35.597954,2779,16206.23,0.21792744793647484,11
14134410002,高津区,坂戸二丁目,139.626017,35.596166,3161,16140.960000000001,0.04497206192614941,3
14134410003,高津区,坂戸三丁目,139.622963,35.593969,3967,29193.49,0.26200704137218733,7
14134411001,高津区,久本一丁目,139.610993,35.597134,2209,15147.58,0.10334003951612068,22
14134411002,高津区,久本二丁目,139.614557,35.594263,3476,22778.32,0.2077893797291612,9
14134411003,高津区,久本三丁目,139.617059,35.596708,7793,55585.43,0.04029272730790262,20
14134412101,高津区,下作延一丁目,139.607565,35.601903,1063,6825.74,0.1821689799716513,14
14134412102,高津区,下作延二丁目,139.606292,35.597741,5809,36073.96,0.0871618304401462,10
14134412103,高津区,下作延三丁目,139.59934,35.593306,4416,26851.12,0.32336561305344436,3
14134412104,高津区,下作延四丁目,139.602703,35.599041,3713,21477.72,0.21726006226992686,11
14134412105,高津区,下作延五丁目,139.598119,35.603766,2883,17502.93,0.1767732052534667,7
14134412106,高津区,下作延六丁目,139.59913,35.606948,2905,21379.7,0.09868525149576464,4
14134412107,高津区,下作延七丁目,139.604213,35.604056,2254,13742.2,0.2006277845602433,7
14134412203,高津区,下作延,139.594165,35.604676,0,0.0,0.2844681959792101,1
14134413000,高津区,上作延,139.593209,35.599377,11446,76182.28,0.14711602168994464,5
14134414000,高津区,向ケ丘,139.593927,35.593894,2573,15709.380000000001,0.2002804006959448,6
14134415001,高津区,梶ケ谷一丁目,139.599548,35.590102,714,3622.77,0.1893903879557944,9
14134415002,高津区,梶ケ谷二丁目,139.602134,35.58944,3438,20553.4,0.16204558882597261,8
14134415003,高津区,梶ケ谷三丁目,139.606091,35.587879,2602,16104.1,0.2190121011043395,8
14134415004,高津区,梶ケ谷四丁目,139.603018,35.586586,1454,10134.6,0.1122922089293036,7
14134415005,高津区,梶ケ谷五丁目,139.605835,35.583724,1614,9539.14,0.06912066792527233,6
14134415006,高津区,梶ケ谷六丁目,139.609845,35.583025,1569,10585.44,0.20657193054098646,5
14134416001,高津区,末長一丁目,139.606727,35.592846,8749,55243.88,0.06967710768095067,7
14134416002,高津区,末長二丁目,139.612855,35.590184,4192,26298.23,0.1907221482883144,3
14134416003,高津区,末長三丁目,139.619692,35.590395,5501,32924.590000000004,0.035391704838981915,8
14134416004,高津区,末長四丁目,139.625161,35.590926,5517,31884.9,0.2729070989584358,6
14134417001,高津区,新作一丁目,139.610572,35.586141,1186,6915.31,0.14710227691961145,5
14134417002,高津区,新作二丁目,139.614479,35.583226,1880,12558.16,0.4084038594740548,1
14134417003,高津区,新作三丁目,139.616536,35.5862,2477,18154.35,0.26441822460369113,5
14134417004,高津区,新作四丁目,139.620303,35.586867,2743,18313.010000000002,0.09129410537174895,5
14134417005,高津区,新作五丁目,139.62476,35.587593,4261,26359.68,0.2527616489945392,6
14134417006,高津区,新作六丁目,139.625097,35.585655,4635,29028.14,0.32541031157377504,6
14134418000,高津区,千年新町,139.628321,35.582103,2797,21038.33,0.040938191948104025,5
14134419100,高津区,北野川,139.620285,35.57883,392,2560.46,0.28733078895400394,3
14134419201,高津区,東野川一丁目,139.618304,35.571906,2066,15168.77,0.11261342978689765,4
14134419202,高津区,東野川二丁目,139.613718,35.567949,1979,14003.08,0.395400761879964,4
14134420001,高津区,千年,139.62163,35.584312,14154,89716.69,0.1492935108009304,5
14134421001,高津区,子母口,139.629863,35.57202,10201,67233.15,0.18980872885655875,11
14134422000,高津区,明津,139.637189,35.567946,3481,22588.59,0.18634331604032328,11
14134423000,高津区,蟹ケ谷,139.631649,35.565063,8743,63379.58,0.3231941742963561,8
14134424001,高津区,久末,139.624873,35.56945,14409,107266.01,0.11293744064009745,6
14135601000,多摩区,登戸,139.567729,35.625174,25749,141012.1,0.2979395061857747,5
14135602001,多摩区,生田一丁目,139.543048,35.625111,2880,16716.3,0.14072666953848736,5
14135602002,多摩区,生田二丁目,139.549075,35.623253,1684,10541.94,0.026267586045429753,3
14135602003,多摩区,生田三丁目,139.547256,35.621968,2642,16075.64,0.20013794307435717,5
14135602004,多摩区,生田四丁目,139.544521,35.619898,849,5929.7300000000005,0.17205410070032537,6
14135602005,多摩区,生田五丁目,139.540274,35.620707,1193,8122.79,0.24290580999737466,6
14135602006,多摩区,生田六丁目,139.537431,35.61711,2539,16736.04,0.2095716480460962,7
14135602007,多摩区,生田七丁目,139.542216,35.61615,1198,6464.67,0.02961951029260674,7
14135602008,多摩区,生田八丁目,139.547376,35.616945,2311,14920.04,0.2046683300161799,6
14135603001,多摩区,菅馬場一丁目,139.542614,35.629814,3534,21288.78,0.3540308785813207,2
14135603002,多摩区,菅馬場二丁目,139.538041,35.626169,2647,16418.35,0.15550764437246892,4
14135603003,多摩区,菅馬場三丁目,139.533572,35.62319,1663,10878.23,0.04306291679257551,8
14135603004,多摩区,菅馬場四丁目,139.529052,35.620245,98,333.71,0.2847345702325674,5
14135604001,多摩区,菅仙谷一丁目,139.52361,35.629874,1119,7733.07,0.5488631048518915,0
14135604002,多摩区,菅仙谷二丁目,139.5268,35.628868,1867,13426.14,0.3671058863378057,3
14135604003,多摩区,菅仙谷三丁目,139.525238,35.62423,2231,19139.45,0.21280175142887517,3
14135604004,多摩区,菅仙谷四丁目,139.519624,35.625546,0,0.0,0.3174254020197615,1
14135605001,多摩区,菅北浦一丁目,139.538114,35.630687,1307,8149.64,0.2310702058321482,4
14135605002,多摩区,菅北浦二丁目,139.535432,35.629443,2802,17416.07,0.3046589612964133,8
14135605003,多摩区,菅北浦三丁目,139.53163,35.630814,1688,10851.58,0.037356853547614,8
14135605004,多摩区,菅北浦四丁目,139.529688,35.626371,1787,16728.97,0.16526105735455063,5
14135605005,多摩区,菅北浦五丁目,139.533336,35.62708,871,5773.63,0.2571998498985028,10
14135606001,多摩区,菅一丁目,139.537836,35.632196,1807,10616.75,0.0615488894158858,7
14135606002,多摩区,菅二丁目,139.531116,35.632846,2463,14396.74,0.044909463671035404,7
14135606003,多摩区,菅三丁目,139.526429,35.635446,2216,14640.720000000001,0.36329950124209015,3
14135606004,多摩区,菅四丁目,139.529022,35.635726,2336,13601.78,0.3260894071604816,3
14135606005,多摩区,菅五丁目,139.530732,35.637075,3025,17994.59,0.37549478827437843,4
14135606006,多摩区,菅六丁目,139.525501,35.639184,2377,17602.09,0.15183043098032767,2
14135607000,多摩区,菅城下,139.524457,35.634442,2842,18627.76,0.29774422994535044,2
14135608000,多摩区,菅野戸呂,139.53051,35.640025,1935,11699.15,0.6106286335794668,0
14135609001,多摩区,菅稲田堤一丁目,139.535746,35.635033,2531,14074.67,0.08298176104425677,9
14135609002,多摩区,菅稲田堤二丁目,139.539584,35.636958,1717,10461.4,0.24503935245527028,4
14135609003,多摩区,菅稲田堤三丁目,139.541704,35.633866,1887,12566.82,0.3184805109476386,3
14135610000,多摩区,布田,139.546893,35.633846,2809,18479.82,0.11783125230576644,3
14135612000,多摩区,中野島,139.560104,35.626533,108,493.94,0.18440801816790536,8
14135612001,多摩区,中野島一丁目,139.546997,35.628708,2167,14457.43,0.09878090876113539,6
14135612002,多摩区,中野島二丁目,139.54948,35.625881,1910,11617.460000000001,0.22412318504407291,4
14135612003,多摩区,中野島三丁目,139.55287,35.627986,4307,25195.78,0.16827575826757352,7
14135612004,多摩区,中野島四丁目,139.558384,35.62909,3832,25208.01,0.1209611088009437,5
14135612005,多摩区,中野島五丁目,139.558942,35.631782,4237,33980.72,0.1967273345350316,6
14135612006,多摩区,中野島六丁目,139.552151,35.631906,4517,35121.11,0.047440396013567004,6
14135613000,多摩区,和泉,139.564336,35.629213,0,0.0,0.30172898971278256,4
14135614000,多摩区,登戸新町,139.565517,35.623895,5302,28563.25,0.1847579717718955,8
14135615001,多摩区,宿河原一丁目,139.575478,35.619985,4015,25387.58,0.06884223305834533,4
14135615002,多摩区,宿河原二丁目,139.572632,35.614225,7198,40985.729999999996,0.22053496953269217,7
14135615003,多摩区,宿河原三丁目,139.579255,35.613719,3060,17899.19,0.07585002851384884,9
14135615004,多摩区,宿河原四丁目,139.580667,35.617963,3267,23305.97,0.1556788193390165,3
14135615005,多摩区,宿河原五丁目,139.584553,35.617458,2356,15217.18,0.3442434065853869,3
14135615006,多摩区,宿河原六丁目,139.587516,35.611377,5524,34956.68,0.15401777207763193,4
14135615007,多摩区,宿河原七丁目,139.588444,35.616661,2282,14606.25,0.551989448439219,0
14135616001,多摩区,堰一丁目,139.594548,35.615821,3671,23398.73,0.5179736715240396,0
14135616002,多摩区,堰二丁目,139.595131,35.613147,2463,15353.7,0.26209186635732723,3
14135616003,多摩区,堰三丁目,139.594904,35.611922,2096,11821.94,0.15492535465991403,3
14135617001,多摩区,長尾一丁目,139.573771,35.611424,1649,9029.76,0.08918350321687965,7
14135617002,多摩区,長尾二丁目,139.571465,35.60855,1062,6254.4800000000005,0.23443567708470683,5
14135617003,多摩区,長尾三丁目,139.577792,35.608751,390,2730.4,0.12586097109087202,5
14135617004,多摩区,長尾四丁目,139.578669,35.610854,1664,8166.28,0.1425085076359026,7
14135617005,多摩区,長尾五丁目,139.583159,35.610768,1962,12284.65,0.17512389111230497,4
14135617006,多摩区,長尾六丁目,139.58,35.607472,952,6895.54,0.2684777405396797,3
14135617007,多摩区,長尾七丁目,139.584193,35.607186,2105,14697.119999999999,0.3049198684367109,1
14135618001,多摩区,東生田一丁目,139.565509,35.613721,2769,15206.19,0.36331175007340083,5
14135618002,多摩区,東生田二丁目,139.565362,35.610071,960,6932.46,0.25932911752426824,4
14135618003,多摩区,東生田三丁目,139.566352,35.606489,679,4153.7300000000005,0.2981622403730619,4
14135618004,多摩区,東生田四丁目,139.564786,35.604851,1175,7872.17,0.34351271573986947,3
14135619001,多摩区,枡形一丁目,139.550918,35.619995,1607,10810.65,0.1693240864687757,5
14135619002,多摩区,枡形二丁目,139.555466,35.618847,2147,12235.64,0.08590069223117631,5
14135619003,多摩区,枡形三丁目,139.558939,35.616424,1494,9839.1,0.11808132347365995,13
14135619004,多摩区,枡形四丁目,139.553073,35.616957,725,3870.36,0.2301434031054985,6
14135619005,多摩区,枡形五丁目,139.553084,35.613772,2025,10769.16,0.23504207577843772,2
14135619006,多摩区,枡形六丁目,139.559463,35.612597,3961,19302.25,0.2085166462791769,6
14135619007,多摩区,枡形七丁目,139.557735,35.606817,0,0.0,0.1415383101520577,4
14135620001,多摩区,三田一丁目,139.542591,35.612976,3046,19693.91,0.2353320725083598,10
14135620002,多摩区,三田二丁目,139.546338,35.613349,1346,7481.89,0.011604552243394585,7
14135620003,多摩区,三田三丁目,139.545863,35.609762,1028,7503.3,0.04665023496491984,5
14135620004,多摩区,三田四丁目,139.542326,35.608523,2372,16520.57,0.3586894459757797,4
14135620005,多摩区,三田五丁目,139.54665,35.606361,255,1570.05,0.19944208129728108,4
14135621001,多摩区,東三田一丁目,139.549218,35.61243,366,3268.8900000000003,0.19541946688538187,7
14135621002,多摩区,東三田二丁目,139.55372,35.60995,593,5158.68,0.3120447550265555,3
14135621003,多摩区,東三田三丁目,139.55024,35.608237,3351,20097.8,0.33390625064228496,3
14135622001,多摩区,寺尾台一丁目,139.534154,35.618862,1683,12064.97,0.4532152945147504,3
14135622002,多摩区,寺尾台二丁目,139.53721,35.621303,1073,8706.52,0.39508821963119584,4
14135623001,多摩区,西生田一丁目,139.527264,35.616011,1085,6240.22,0.31511582815413314,3
14135623002,多摩区,西生田二丁目,139.53427,35.615347,1354,7639.41,0.28168316790607745,4
14135623003,多摩区,西生田三丁目,139.529091,35.612239,2890,16756.03,0.04272425998802949,3
14135623004,多摩区,西生田四丁目,139.525213,35.612255,2482,17053.42,0.20334506314687223,3
14135623005,多摩区,西生田五丁目,139.525651,35.607233,1845,12189.62,0.5972207947497291,0
14135624001,多摩区,栗谷一丁目,139.533363,35.612576,1140,6659.46,0.19583447530250941,3
14135624002,多摩区,栗谷二丁目,139.534344,35.609032,1239,8076.76,0.2847996157584279,4
14135624003,多摩区,栗谷三丁目,139.536588,35.612889,1683,11120.21,0.09836519206472492,5
14135624004,多摩区,栗谷四丁目,139.538684,35.611369,870,5351.24,0.18435178073585592,4
14135625001,多摩区,南生田一丁目,139.530034,35.608656,2029,13278.42,0.3875807787242698,3
14135625002,多摩区,南生田二丁目,139.529904,35.604327,3059,19110.08,0.34492685378673543,2
14135625003,多摩区,南生田三丁目,139.533988,35.604884,543,3368.88,0.08612918301107318,3
14135625004,多摩区,南生田四丁目,139.533988,35.600781,1776,13937.41,0.1760046414834317,3
14135625005,多摩区,南生田五丁目,139.53886,35.602557,1039,7111.650000000001,0.2459449359580142,3
14135625006,多摩区,南生田六丁目,139.538647,35.60445,1487,11041.04,0.3534305795166061,4
14135625007,多摩区,南生田七丁目,139.540059,35.607911,1388,9887.710000000001,0.40432338306146925,2
14135625008,多摩区,南生田八丁目,139.537353,35.607424,0,0.0,0.3244449238380046,2
14135626001,多摩区,長沢一丁目,139.544302,35.603545,1615,11308.41,0.234911993825863,3
14135626002,多摩区,長沢二丁目,139.546161,35.601135,1147,7052.71,0.19341923436394273,3
14135626003,多摩区,長沢三丁目,139.541842,35.599916,1075,6972.4800000000005,0.23963691064205878,4
14135626004,多摩区,長沢四丁目,139.535839,35.598428,2044,15067.060000000001,0.13570628554149766,5
14136501001,宮前区,宮前平一丁目,139.58703,35.584647,3444,24555.37,0.3901685432023205,7
14136501002,宮前区,宮前平二丁目,139.581817,35.587983,5124,35962.18,0.2133844419549267,10
14136501003,宮前区,宮前平三丁目,139.586337,35.587545,6001,39538.090000000004,0.16568746805285672,7
14136502001,宮前区,小台一丁目,139.577241,35.581437,3516,24354.14,0.21530151617307794,5
14136502002,宮前区,小台二丁目,139.581863,35.582194,5068,34304.97,0.16998297527236308,6
14136503001,宮前区,土橋一丁目,139.577417,35.586959,3208,26115.010000000002,0.2223298584827596,8
14136503002,宮前区,土橋二丁目,139.575294,35.584936,3823,26395.37,0.19390545266563924,5
14136503003,宮前区,土橋三丁目,139.572535,35.582687,1947,16612.2,0.1345233918317061,5
14136503004,宮前区,土橋四丁目,139.57005,35.586329,4160,33659.54,0.24085679644526134,3
14136503005,宮前区,土橋五丁目,139.568038,35.590274,1171,8741.19,0.1409493410093887,4
14136503006,宮前区,土橋六丁目,139.571174,35.589123,1958,14619.82,0.29085206788815177,3
14136503007,宮前区,土橋七丁目,139.575499,35.590388,1798,13602.630000000001,0.31930027686149764,4
14136504000,宮前区,けやき平,139.575394,35.593207,2490,27268.940000000002,0.38951942143526275,2
14136505001,宮前区,神木一丁目,139.579718,35.593045,495,5241.25,0.2489595259953158,6
14136505002,宮前区,神木二丁目,139.583791,35.594983,1609,13011.7,0.34728701460733075,3
14136506000,宮前区,宮崎,139.597276,35.588042,5587,40358.56,0.11919647789375559,8
14136506001,宮前区,宮崎一丁目,139.593301,35.58479,3743,30664.63,0.06862160233998489,8
14136506002,宮前区,宮崎二丁目,139.592051,35.587766,4868,36422.78,0.041883605619091185,10
14136506003,宮前区,宮崎三丁目,139.591096,35.591346,4368,32809.89,0.18008394113306053,10
14136506004,宮前区,宮崎四丁目,139.586878,35.593896,1337,10287.68,0.27448458617293703,5
14136506005,宮前区,宮崎五丁目,139.586701,35.59129,2094,15697.490000000002,0.22222787153652915,7
14136506006,宮前区,宮崎六丁目,139.581316,35.591325,2501,17992.48,0.08270481983579026,9
14136508001,宮前区,馬絹一丁目,139.587093,35.581474,4441,29598.79,0.20779839053139698,9
14136508002,宮前区,馬絹二丁目,139.592012,35.580984,1510,10986.45,0.2026362274111816,4
14136508003,宮前区,馬絹三丁目,139.593697,35.579359,1999,14870.710000000001,0.2778649644317636,3
14136508004,宮前区,馬絹四丁目,139.598887,35.579939,4685,37271.23,0.2123920446780674,3
14136508005,宮前区,馬絹五丁目,139.599879,35.583024,2104,13400.81,0.1852950275909476,1
14136508006,宮前区,馬絹六丁目,139.597362,35.584238,2662,15092.97,0.28698377206559167,4
14136509000,宮前区,梶ケ谷,139.605491,35.58076,2672,21544.92,0.24782752034861705,3
14136510003,宮前区,野川,139.603988,35.575305,11859,105313.01000000001,0.13296920377983895,6
14136510101,宮前区,野川本町一丁目,139.613496,35.57938,2602,22492.190000000002,0.2671892267144821,1
14136510102,宮前区,野川本町二丁目,139.614007,35.575419,2364,20281.75,0.375357094857256,3
14136510103,宮前区,野川本町三丁目,139.617989,35.576091,1177,9987.59,0.35392284513990135,1
14136510201,宮前区,西野川一丁目,139.602757,35.577339,3438,32790.39,0.3472691718762188,7
14136510202,宮前区,西野川二丁目,139.608181,35.574318,2653,19978.47,0.1313232022334061,7
14136510203,宮前区,西野川三丁目,139.606646,35.571265,3292,24494.66,0.28659300040475794,8
14136511001,宮前区,東有馬一丁目,139.589287,35.576097,2226,16929.95,0.39927664447333727,3
14136511002,宮前区,東有馬二丁目,139.593627,35.575379,3589,25187.43,0.20946998377766976,3
14136511003,宮前区,東有馬三丁目,139.590844,35.572314,1896,17531.29,0.25145027640656226,3
14136511004,宮前区,東有馬四丁目,139.588495,35.569653,1977,20001.09,0.17520541559443764,2
14136511005,宮前区,東有馬五丁目,139.595087,35.569117,2470,24838.16,0.2532246929202092,2
14136512001,宮前区,有馬一丁目,139.578748,35.578211,4263,32032.74,0.3863088792523005,5
14136512002,宮前区,有馬二丁目,139.584392,35.578726,1898,15828.35,0.12545746231372293,8
14136512003,宮前区,有馬三丁目,139.585647,35.575377,1944,15391.650000000001,0.2562318551517561,4
14136512004,宮前区,有馬四丁目,139.580273,35.575635,2665,22189.87,0.27492031313525805,3
14136512005,宮前区,有馬五丁目,139.581169,35.573196,1913,13635.380000000001,0.20028282304476772,5
14136512006,宮前区,有馬六丁目,139.58299,35.57036,2792,23211.9,0.22443755918767275,2
14136512007,宮前区,有馬七丁目,139.577467,35.570669,2704,19453.05,0.031148675110919326,4
14136512008,宮前区,有馬八丁目,139.574514,35.573518,3061,23493.73,0.30637248132506567,3
14136512009,宮前区,有馬九丁目,139.570688,35.572502,2011,14997.02,0.5138349928521574,0
14136513001,宮前区,鷺沼一丁目,139.572969,35.576853,4353,34514.090000000004,0.19590501286084402,3
14136513002,宮前区,鷺沼二丁目,139.56841,35.57541,2051,16594.920000000002,0.1582251115084114,1
14136513003,宮前区,鷺沼三丁目,139.568966,35.579067,2704,21753.63,0.25156350328912996,3
14136513004,宮前区,鷺沼四丁目,139.568216,35.582204,3545,26590.190000000002,0.452464271322466,2
14136514001,宮前区,犬蔵一丁目,139.562101,35.589936,3103,26508.13,0.029095464097922897,5
14136514002,宮前区,犬蔵二丁目,139.562968,35.584578,9583,73728.5,0.36457382086719403,2
14136514003,宮前区,犬蔵三丁目,139.556744,35.588421,4181,34684.9,0.24127775813712407,2
14136515001,宮前区,水沢一丁目,139.549365,35.590536,41,303.46,0.08422880230192588,3
14136515002,宮前区,水沢二丁目,139.541734,35.592044,1082,6409.59,0.3847387236122828,1
14136515003,宮前区,水沢三丁目,139.543238,35.594178,1281,10035.81,0.14855739457814635,3
14136516000,宮前区,潮見台,139.532684,35.594279,1740,14720.35,0.2614026708900766,2
14136517000,宮前区,菅生ケ丘,139.542799,35.597221,2577,23390.100000000002,0.18395506130778458,5
14136518001,宮前区,菅生一丁目,139.555314,35.599878,2024,14438.07,0.10816301648985993,3
14136518002,宮前区,菅生二丁目,139.551137,35.599965,2819,20167.0,0.21215968018317471,3
14136518003,宮前区,菅生三丁目,139.548392,35.595544,2472,23124.82,0.21011044795304984,5
14136518004,宮前区,菅生四丁目,139.552155,35.593324,1266,10731.23,0.27679456954022275,7
14136518005,宮前区,菅生五丁目,139.557065,35.593958,1687,15418.84,0.1444783193692326,7
14136518006,宮前区,菅生六丁目,139.561237,35.592673,1699,15956.01,0.34066107132707524,5
14136519001,宮前区,初山一丁目,139.560474,35.601239,2089,18367.72,0.4858090930882557,2
14136519002,宮前区,初山二丁目,139.564204,35.596175,2635,22472.79,0.2818795235572726,4
14136520001,宮前区,白幡台一丁目,139.568833,35.597266,889,9207.57,0.09757204460078944,4
14136520002,宮前区,白幡台二丁目,139.566531,35.595915,647,6539.84,0.11140278222491654,5
14136521000,宮前区,南平台,139.569969,35.593894,3705,38236.13,0.1600211341476511,5
14136522001,宮前区,平一丁目,139.577368,35.600926,2989,25924.37,0.12010209901478137,6
14136522002,宮前区,平二丁目,139.572398,35.601486,2623,29698.75,0.2281678224117131,6
14136522003,宮前区,平三丁目,139.56882,35.603034,1453,11667.12,0.055999421890907966,2
14136522004,宮前区,平四丁目,139.570682,35.598307,1421,11199.800000000001,0.251851313551463,4
14136522005,宮前区,平五丁目,139.576123,35.597624,1436,11445.38,0.22466624927341633,7
14136522006,宮前区,平六丁目,139.578294,35.59608,1340,11647.17,0.17577318263392028,5
14136523001,宮前区,五所塚一丁目,139.575269,35.60594,476,5241.35,0.45273360612512775,4
14136523002,宮前区,五所塚二丁目,139.574012,35.604376,766,7086.43,0.28847257480161165,3
14136524001,宮前区,神木本町一丁目,139.579538,35.603974,1576,14181.36,0.24709477648341413,3
14136524002,宮前区,神木本町二丁目,139.58553,35.603158,1877,16872.84,0.19123071523827712,3
14136524003,宮前区,神木本町三丁目,139.58556,35.59979,1145,8497.5,0.1940679256602688,5
14136524004,宮前区,神木本町四丁目,139.583771,35.597605,2096,17079.18,0.2456452518358952,4
14136524005,宮前区,神木本町五丁目,139.581104,35.598831,1711,15044.1,0.04638693880215341,5
14137702001,麻生区,万福寺一丁目,139.506027,35.604217,1100,7365.76,0.0425294291952793,18
14137702002,麻生区,万福寺二丁目,139.511326,35.60551,1037,6853.45,0.27997607901551785,8
14137702003,麻生区,万福寺三丁目,139.508703,35.606702,2571,19333.170000000002,0.12241749120097216,12
14137702004,麻生区,万福寺四丁目,139.508421,35.608484,2732,20333.92,0.15197165160236553,5
14137702005,麻生区,万福寺五丁目,139.503195,35.607549,1022,7087.34,0.2403786469987605,9
14137702006,麻生区,万福寺六丁目,139.504318,35.605965,1415,10321.82,0.12985655978532654,13
14137703001,麻生区,金程一丁目,139.501405,35.608608,1510,13114.310000000001,0.33189088625892293,7
14137703002,麻生区,金程二丁目,139.499736,35.61052,761,6524.91,0.07649306064099422,3
14137703003,麻生区,金程三丁目,139.497963,35.613155,652,6034.1900000000005,0.135630084841015,3
14137703004,麻生区,金程四丁目,139.50186,35.613747,878,7699.78,0.23274313034315292,5
14137704001,麻生区,向原一丁目,139.500074,35.616126,719,6260.3,0.275664080789213,3
14137704002,麻生区,向原二丁目,139.496816,35.616133,1590,14026.82,0.3480701139991785,1
14137704003,麻生区,向原三丁目,139.50087,35.619407,1020,8835.76,0.346275115596047,1
14137706000,麻生区,細山,139.505717,35.621625,62,886.6,0.5408704496050769,0
14137706001,麻生区,細山一丁目,139.519614,35.618764,678,6325.14,0.2048190609093478,2
14137706002,麻生区,細山二丁目,139.517174,35.616286,819,6247.93,0.19531032708026028,2
14137706003,麻生区,細山三丁目,139.513418,35.616666,804,6864.97,0.29956095568098634,1
14137706004,麻生区,細山四丁目,139.513522,35.619998,1486,11362.02,0.5781911696070309,0
14137706005,麻生区,細山五丁目,139.51671,35.619081,1560,11950.17,0.3304075230961641,2
14137706006,麻生区,細山六丁目,139.517817,35.621776,576,4279.25,0.5525444468128575,0
14137706007,麻生区,細山七丁目,139.513776,35.623324,800,6693.24,0.858649335446568,0
14137706008,麻生区,細山八丁目,139.510258,35.621007,1024,8161.15,0.6209480951354706,0
14137707001,麻生区,千代ケ丘一丁目,139.508559,35.610226,1013,7843.87,0.20648540273541358,4
14137707002,麻生区,千代ケ丘二丁目,139.511728,35.613539,1024,6939.89,0.23833975976760274,3
14137707003,麻生区,千代ケ丘三丁目,139.508172,35.612674,1038,8860.75,0.18789293324632791,3
14137707004,麻生区,千代ケ丘四丁目,139.50507,35.61173,1399,11139.87,0.27801170179141654,4
14137707005,麻生区,千代ケ丘五丁目,139.506971,35.614516,798,6102.58,0.0657521958993908,3
14137707006,麻生区,千代ケ丘六丁目,139.510258,35.61616,850,7486.12,0.08402276177639402,2
14137707007,麻生区,千代ケ丘七丁目,139.50553,35.616295,1191,10317.49,0.20770784589563385,3
14137707008,麻生区,千代ケ丘八丁目,139.505278,35.618559,980,8161.900000000001,0.22907882915885902,1
14137707009,麻生区,千代ケ丘九丁目,139.508867,35.619177,624,5479.02,0.4417846564721287,1
14137708001,麻生区,多摩美一丁目,139.523513,35.617909,1362,11025.33,0.399790359687273,2
14137708002,麻生区,多摩美二丁目,139.521752,35.620138,858,8786.87,0.4208010204939724,1
14137709001,麻生区,高石一丁目,139.514983,35.610319,2480,18167.0,0.06960424647382545,4
14137709002,麻生区,高石二丁目,139.514684,35.613189,2500,20606.21,0.3332737772591165,2
14137709003,麻生区,高石三丁目,139.52022,35.613814,3381,26608.93,0.24255166508632856,3
14137709004,麻生区,高石四丁目,139.52174,35.609865,3701,32433.1,0.25082709853592805,1
14137709005,麻生区,高石五丁目,139.521927,35.605239,1724,16013.890000000001,0.4328785046914526,1
14137709006,麻生区,高石六丁目,139.522668,35.602201,1789,14473.9,0.44812380961957615,2
14137710001,麻生区,百合丘一丁目,139.517427,35.607261,3304,24941.91,0.1341731168974273,5
14137710002,麻生区,百合丘二丁目,139.514499,35.604705,2821,20758.81,0.17858239549246221,8
14137710003,麻生区,百合丘三丁目,139.51886,35.60217,3201,24369.11,0.28941812794863914,4
14137711001,麻生区,東百合丘一丁目,139.527697,35.601587,2387,20038.99,0.4478244191486007,1
14137711002,麻生区,東百合丘二丁目,139.52728,35.598566,1425,13109.57,0.13270519928005278,3
14137711003,麻生区,東百合丘三丁目,139.52659,35.595334,1439,14942.48,0.26457502223439416,7
14137711004,麻生区,東百合丘四丁目,139.522598,35.597857,1919,16941.41,0.1437313215554473,4
14137712101,麻生区,王禅寺西一丁目,139.514397,35.599475,2191,17078.08,0.12343096637060207,4
14137712102,麻生区,王禅寺西二丁目,139.518028,35.598541,905,8881.32,0.20818129586116654,2
14137712103,麻生区,王禅寺西三丁目,139.515053,35.595654,1734,15793.0,0.46991291421147535,1
14137712104,麻生区,王禅寺西四丁目,139.511614,35.594099,685,4842.2300000000005,0.41969262461206125,4
14137712105,麻生区,王禅寺西五丁目,139.507486,35.592554,1040,7813.3,0.26399983106998487,6
14137712106,麻生区,王禅寺西六丁目,139.504363,35.590934,1216,10383.79,0.20285136688537986,3
14137712107,麻生区,王禅寺西七丁目,139.505091,35.586889,1540,12952.26,0.3916591188113096,3
14137712108,麻生区,王禅寺西八丁目,139.503587,35.584427,1109,9957.1,0.39775777412991226,3
14137712201,麻生区,王禅寺東一丁目,139.520939,35.593979,961,9197.67,0.1925751673133936,5
14137712202,麻生区,王禅寺東二丁目,139.51802,35.591536,1786,17251.93,0.338351164939914,1
14137712203,麻生区,王禅寺東三丁目,139.517766,35.586978,2038,20292.280000000002,0.2700511277906107,4
14137712204,麻生区,王禅寺東四丁目,139.512171,35.587183,946,10094.1,0.14891102013307023,7
